dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10132932,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10132932,,1220051530,Okotoks-Medallion Mazeppa,50.6499,-113.80102,NA,Canada,Alberta,,N,"Sulfur, Natural Gas",,,Processing Plant,,,Plant,,,,,,,,,Mazeppa,,"Buckingham, David A.",,,,,,,,,1986,,,,,,
10157188,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10157188,,1220051001,(Facility) Woodring Smelter,49.2165,-123.10129,NA,Canada,Alberta,,M,"Chromium, Ferrochrome",,,Processing Plant,,,Plant,,,,,,,,,,,"Boyle, Ed",,,,,,,,,,,,,,,
10157297,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10157297,,1220051360,Banshee-Hanlan Robb,53.1943,-116.49558,NA,Canada,Alberta,,N,"Sulfur, Natural Gas",,,Processing Plant,,,Plant,,,,,Surface,,,,"Hanlan Robb, BansheeHanlan",,"Buckingham, David A.",,,,,,,"ERCB GAS PROCESSING PLANTS IN ALBERTA, QUARTERLY UPDATE,ERCB ST 91-50, JULY 1991.SULPHUR, REVIEW 1990, MP 4850, ENERGY, MINES AND RESOURCESCANADA, 1990, TABLE 2.SULPHUR RECOVERED FROM OIL AND GAS IN CANADA, G.J. DESORCY,ERCB, NOVEMBER 1988, APPENDIX A.INVESTMENT AND OPERATING COST STUDY SULPHUR RECOVERYFACILITIES NATURAL GAS PEOCESSING INDUSTRY (ENVIRONMENTCANADA), FED-0254, MARCH, 1983, MHG INTERNATIONAL LTD.SULPHUR RECOVERY AT ALBERTA GAS PLANTS PHASE 1 OF A REVIEWOF THE GUIDELINES, TASK FORCE REPORT, STAFF OF ALBERTA,ENERGY RESOURCES CONSERVATION BOARD (ERCB).",,1983,,,,,,
10182044,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10182044,,1220051131,Burnt Timber Creek - Cremona,51.6249,-114.91778,NA,Canada,Alberta,,N,"Sulfur, Natural Gas",,,Processing Plant,,,Plant,,,,,,,,,Burnt Timber - Cremona,,"Buckingham, David A.",,,,,,,,,1970,,,,,,
10230087,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230087,,1220052056,Metal and Chemical Division Ref.,53.69994,-113.20107,NA,Canada,Alberta,,M,Nickel,Cobalt,,Processing Plant,,,Producer,,,,,,,,,,,Zimbelman,,,,,,,,,,,,,,,
10230659,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230659,,1220051101,Bigstone Creek,54.27491,-117.24983,NA,Canada,Alberta,,N,"Natural Gas, Sulfur",,,Processing Plant,,,Plant,,,,,,,,,Bigstone,,"Buckingham, David A.",,,,,,,"ENERGY, MINES AND RESOURCES CANADA, MP4850, SULPHUR REVIEW,1990, TABLE 2.ERCB, ERCB ST 91-50, GAS PROCESSING KPLANTS IN ALBERTA,QUARTERLY UPDATE.ERCB D90-8, PROCEEDING 890971, CAROLINE BEAVERHILL LAKE GASDEVELOPMENT APPLICATIONS, AUGUST 1990, PAGES, 5-2, 5-3.SULPHUR RECOVERY FOR OIL AND GAS IN CANADA, G.J. DESORCY,ERCB, NOVEMBER, 1988, APPENDIX A.",,1968,,,,,,
10230697,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230697,,1220051036,(Facility) Fort Saskatchewan Refinery,53.69994,-113.20107,NA,Canada,Alberta,,M,Nickel,Cobalt,,Processing Plant,,,Plant,,,,,,,,,Fort Saskatchewan,,"Bleiwas, Donald",,,,,,,,,,,,,,,
10230706,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10230706,,1220058805,Medicine Hat Phosphoric Acid Plant,50.04992,-110.68419,NA,Canada,Alberta,,N,Phosphorus-Phosphates,,,Processing Plant,,,Plant,,,,,,,,,,,"Fantel, Richard J.",,,,,,,"INTERNATIONAL FERTILIZER INDUSTRY ASSOCIATION. PHOSPHORICACID, TRIPLE SUPERPHOSPHATE AND AMMONIUM PHOSPHATE PLANTS1988 SURVEY. AUGUST 1988, 39PP.BRITISH SULPHUR CORPORATION. WORLD FERTILIZER ATLAS, EIGHTHED. APRIL 1987, 121PP.",,1973,,,,,,
10232688,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10232688,,1220051374,Caroline North-Garrington,51.9996,-114.65108,NA,Canada,Alberta,,N,"Sulfur, Natural Gas",,,Processing Plant,,,Plant,,,,,,,,,"Caroline North, Caroline/Garrington",,"Buckingham, David A.",,,,,,,,,1989,,,,,,
10254953,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10254953,,1220051147,Sinclair-Hythe,55.38319,-119.80136,NA,Canada,Alberta,,N,"Sulfur, Natural Gas",,,Processing Plant,,,Plant,,,Sulfur,,Surface,,,,Sinclair,,"Buckingham, David A.",,,,,,,"INVESTMENT AND OPERATING COST STUDY SULPHUR RECOVERYFACILITIES NATURAL GAS PROCESSING INDUSTRY (ENVIRONMENTCANADA), FED-0254, MARCH, 1983, MHG INTERNATIONAL LTD.SULPHUR RECOVERY AT ALBERTA GAS PLANTS PHASE 1 OF A REVIEWOF THE GUIDELINES, TASK FORCE REPORT, STAFF OF ALBERTA,ENERGY RESOURCES CONSERVATION BOARD (ERCB).SUPHUR RECOVERED FROM OIL AND GAS IN CANADA, G.J. DESORCY,ERCB, NOVEMBER, 1988, APPENDIX A.ERCB, GAS PROCESSING PLANTS IN ALBERYTA, QUARTERLY UPDATE,ERCB ST 91-50, JULY 1991.SULPHUR REVIEW, 1990, MP 4850, ENERGY, MINES AND RESOURCESCANADA, 1990, TABLE 2.",,1983,,,,,,
10255559,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255559,,1220058806,Calgary Phosphoric Acid Plant,51.0832,-114.08434,NA,Canada,Alberta,,N,Phosphorus-Phosphates,,,Processing Plant,,,Plant,,,,,,,,,,,"Fantel, Richard J.",,,,,,,"INTERNATIONAL FERTILIZER INDUSTRY ASSOCIATION.  PHOSPHORICACID, TRIPLE SUPERPHOSPHATE AND AMMONIUM PHOSPHATE PLANTS1988 SURVEY. AUGUST 1988, 39PP.BRITISH SULPHUR CORPORATION. WORLD FERTILIZER ATLAS, EIGHTHED., APRIL 1987, 121PP.",,1965,,,,,,
10278665,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278665,,1220052001,Aldersyde High River,50.6666,-113.83432,NA,Canada,Alberta,,M,Magnesite,,,Processing Plant,,,Plant,,,,,,,,,"Magcan, Aldersyde",,"Wilburn, David R.",,,,,,,"AMERICAN MINING CONGRESS JOURNAL, VOL. 72, NO. 9, MAY 15,1986, P. 14.MINING JOURNAL, MAY 2, 1986, P. 324.INDUSTRIAL MINERALS, JUNE 1986, P. 8, 9.E&MJ, JULY 1986, P. 58.MINING MAGAZINE, MAY 1990, P. 357.INDUSTRIAL MINERALS; OCT. 1990, P. 15.THE WALL STREET JOURNAL; 7/17/87.AMERICAN METAL MARKET; 10/12/88.LIGHT METAL AGE; JUNE 1990, P. 18-30.INTERNATIONAL MINING; JUNE 1990, P. 36.AMERICAN METAL MARKET; MAR. 30, 1989, P. 12.MINING JOURNAL METALS AND MINERALS ANNUAL REVIEW 1990;P. 72-75.",,,,,,,,
10278829,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10278829,,1220051021,Garrington-Olds,51.75821,-114.16745,NA,Canada,Alberta,,N,"Natural Gas, Sulfur",,,Processing Plant,,,Plant,,,,,,,,,Olds-Garrington,,"Buckingham, David A.",,,,,,,,,1964,,,,,,
10302988,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10302988,,1220058801,Ft. Saskatchewan Phos Acid Plant,53.69994,-113.20107,NA,Canada,Alberta,,N,Phosphorus-Phosphates,,,Processing Plant,,,Plant,,,,,,,,,,,"Fantel, Richard J.",,,,,,,"INTERNATIONAL FERTILIZER INDUSTRY ASSOCIATION.  PHOSPHORICACID, TRIPLE SUPERPHOSPHATE AND AMMONIUM PHOSPHATE PLANTS1988 SURVEY. AUGUST 1988, 39PP.BRITISH SULFUR CORPORATION. WORLD FERTILIZER ATLAS,EIGHTH ED. APRIL 1987, 121PP.",,1965,,,,,,
